image_path,emotion
FER2013_images\training\12442_3.png,3
FER2013_images\training\12443_0.png,0
FER2013_images\training\12444_4.png,4
FER2013_images\training\12445_6.png,6
FER2013_images\training\12446_6.png,6
FER2013_images\training\12447_4.png,4
FER2013_images\training\12448_6.png,6
FER2013_images\training\12449_4.png,4
FER2013_images\training\12450_0.png,0
FER2013_images\training\12451_0.png,0
FER2013_images\training\12452_2.png,2
FER2013_images\training\12453_5.png,5
FER2013_images\training\12454_5.png,5
FER2013_images\training\12455_3.png,3
FER2013_images\training\12456_0.png,0
FER2013_images\training\12457_3.png,3
FER2013_images\training\12458_5.png,5
FER2013_images\training\12459_0.png,0
FER2013_images\training\12460_6.png,6
FER2013_images\training\12461_5.png,5
FER2013_images\training\12462_4.png,4
FER2013_images\training\12463_5.png,5
FER2013_images\training\12464_3.png,3
FER2013_images\training\12465_6.png,6
FER2013_images\training\12466_3.png,3
FER2013_images\training\12467_5.png,5
FER2013_images\training\12468_6.png,6
FER2013_images\training\12469_0.png,0
FER2013_images\training\12470_5.png,5
FER2013_images\training\12471_2.png,2
FER2013_images\training\12472_2.png,2
FER2013_images\training\12473_5.png,5
FER2013_images\training\12474_0.png,0
FER2013_images\training\12475_0.png,0
FER2013_images\training\12476_0.png,0
FER2013_images\training\12477_6.png,6
FER2013_images\training\12478_3.png,3
FER2013_images\training\12479_2.png,2
FER2013_images\training\12480_3.png,3
FER2013_images\training\12481_2.png,2
FER2013_images\training\12482_6.png,6
FER2013_images\training\12483_0.png,0
FER2013_images\training\12484_3.png,3
FER2013_images\training\12485_3.png,3
FER2013_images\training\12486_5.png,5
FER2013_images\training\12487_3.png,3
FER2013_images\training\12488_4.png,4
FER2013_images\training\12489_0.png,0
FER2013_images\training\12490_5.png,5
FER2013_images\training\12491_2.png,2
FER2013_images\training\12492_3.png,3
FER2013_images\training\12493_2.png,2
FER2013_images\training\12494_0.png,0
FER2013_images\training\12495_3.png,3
FER2013_images\training\12496_2.png,2
FER2013_images\training\12497_3.png,3
FER2013_images\training\12498_4.png,4
FER2013_images\training\12499_1.png,1
FER2013_images\training\12500_6.png,6
FER2013_images\training\12501_4.png,4
FER2013_images\training\12502_4.png,4
FER2013_images\training\12503_0.png,0
FER2013_images\training\12504_5.png,5
FER2013_images\training\12505_5.png,5
FER2013_images\training\12506_6.png,6
FER2013_images\training\12507_6.png,6
FER2013_images\training\12508_6.png,6
FER2013_images\training\12509_3.png,3
FER2013_images\training\12510_2.png,2
FER2013_images\training\12511_0.png,0
FER2013_images\training\12512_4.png,4
FER2013_images\training\12513_5.png,5
FER2013_images\training\12514_2.png,2
FER2013_images\training\12515_6.png,6
FER2013_images\training\12516_6.png,6
FER2013_images\training\12517_3.png,3
FER2013_images\training\12518_4.png,4
FER2013_images\training\12519_6.png,6
FER2013_images\training\12520_3.png,3
FER2013_images\training\12521_4.png,4
FER2013_images\training\12522_5.png,5
FER2013_images\training\12523_5.png,5
FER2013_images\training\12524_4.png,4
FER2013_images\training\12525_0.png,0
FER2013_images\training\12526_3.png,3
FER2013_images\training\12527_2.png,2
FER2013_images\training\12528_3.png,3
FER2013_images\training\12529_5.png,5
FER2013_images\training\12530_3.png,3
FER2013_images\training\12531_6.png,6
FER2013_images\training\12532_0.png,0
FER2013_images\training\12533_5.png,5
FER2013_images\training\12534_4.png,4
FER2013_images\training\12535_6.png,6
FER2013_images\training\12536_5.png,5
FER2013_images\training\12537_3.png,3
FER2013_images\training\12538_5.png,5
FER2013_images\training\12539_3.png,3
FER2013_images\training\12540_0.png,0
FER2013_images\training\12541_5.png,5
FER2013_images\training\12542_3.png,3
FER2013_images\training\12543_0.png,0
FER2013_images\training\12544_2.png,2
FER2013_images\training\12545_3.png,3
FER2013_images\training\12546_4.png,4
FER2013_images\training\12547_4.png,4
FER2013_images\training\12548_3.png,3
FER2013_images\training\12549_6.png,6
FER2013_images\training\12550_4.png,4
FER2013_images\training\12551_5.png,5
FER2013_images\training\12552_0.png,0
FER2013_images\training\12553_2.png,2
FER2013_images\training\12554_4.png,4
FER2013_images\training\12555_6.png,6
FER2013_images\training\12556_2.png,2
FER2013_images\training\12557_3.png,3
FER2013_images\training\12558_4.png,4
FER2013_images\training\12559_6.png,6
FER2013_images\training\12560_3.png,3
FER2013_images\training\12561_2.png,2
FER2013_images\training\12562_3.png,3
FER2013_images\training\12563_4.png,4
FER2013_images\training\12564_5.png,5
FER2013_images\training\12565_6.png,6
FER2013_images\training\12566_3.png,3
FER2013_images\training\12567_5.png,5
FER2013_images\training\12568_2.png,2
FER2013_images\training\12569_6.png,6
FER2013_images\training\12570_4.png,4
FER2013_images\training\12571_4.png,4
FER2013_images\training\12572_2.png,2
FER2013_images\training\12573_3.png,3
FER2013_images\training\12574_2.png,2
FER2013_images\training\12575_3.png,3
FER2013_images\training\12576_6.png,6
FER2013_images\training\12577_6.png,6
FER2013_images\training\12578_2.png,2
FER2013_images\training\12579_3.png,3
FER2013_images\training\12580_3.png,3
FER2013_images\training\12581_3.png,3
FER2013_images\training\12582_4.png,4
FER2013_images\training\12583_3.png,3
FER2013_images\training\12584_0.png,0
FER2013_images\training\12585_0.png,0
FER2013_images\training\12586_2.png,2
FER2013_images\training\12587_5.png,5
FER2013_images\training\12588_2.png,2
FER2013_images\training\12589_3.png,3
FER2013_images\training\12590_3.png,3
FER2013_images\training\12591_4.png,4
FER2013_images\training\12592_2.png,2
FER2013_images\training\12593_4.png,4
FER2013_images\training\12594_4.png,4
FER2013_images\training\12595_0.png,0
FER2013_images\training\12596_5.png,5
FER2013_images\training\12597_4.png,4
FER2013_images\training\12598_2.png,2
FER2013_images\training\12599_4.png,4
FER2013_images\training\12600_3.png,3
FER2013_images\training\12601_3.png,3
FER2013_images\training\12602_6.png,6
FER2013_images\training\12603_2.png,2
FER2013_images\training\12604_3.png,3
FER2013_images\training\12605_5.png,5
FER2013_images\training\12606_6.png,6
FER2013_images\training\12607_5.png,5
FER2013_images\training\12608_6.png,6
FER2013_images\training\12609_2.png,2
FER2013_images\training\12610_5.png,5
FER2013_images\training\12611_3.png,3
FER2013_images\training\12612_3.png,3
FER2013_images\training\12613_0.png,0
FER2013_images\training\12614_3.png,3
FER2013_images\training\12615_4.png,4
FER2013_images\training\12616_0.png,0
FER2013_images\training\12617_4.png,4
FER2013_images\training\12618_6.png,6
FER2013_images\training\12619_3.png,3
FER2013_images\training\12620_1.png,1
FER2013_images\training\12621_4.png,4
FER2013_images\training\12622_0.png,0
FER2013_images\training\12623_3.png,3
FER2013_images\training\12624_5.png,5
FER2013_images\training\12625_3.png,3
FER2013_images\training\12626_5.png,5
FER2013_images\training\12627_3.png,3
FER2013_images\training\12628_6.png,6
FER2013_images\training\12629_4.png,4
FER2013_images\training\12630_3.png,3
FER2013_images\training\12631_5.png,5
FER2013_images\training\12632_6.png,6
FER2013_images\training\12633_0.png,0
FER2013_images\training\12634_2.png,2
FER2013_images\training\12635_0.png,0
FER2013_images\training\12636_3.png,3
FER2013_images\training\12637_6.png,6
FER2013_images\training\12638_3.png,3
FER2013_images\training\12639_5.png,5
FER2013_images\training\12640_6.png,6
FER2013_images\training\12641_2.png,2
FER2013_images\training\12642_6.png,6
FER2013_images\training\12643_2.png,2
FER2013_images\training\12644_0.png,0
FER2013_images\training\12645_0.png,0
FER2013_images\training\12646_6.png,6
FER2013_images\training\12647_6.png,6
FER2013_images\training\12648_4.png,4
FER2013_images\training\12649_6.png,6
FER2013_images\training\12650_6.png,6
FER2013_images\training\12651_6.png,6
FER2013_images\training\12652_6.png,6
FER2013_images\training\12653_3.png,3
FER2013_images\training\12654_2.png,2
FER2013_images\training\12655_6.png,6
FER2013_images\training\12656_6.png,6
FER2013_images\training\12657_5.png,5
FER2013_images\training\12658_4.png,4
FER2013_images\training\12659_4.png,4
FER2013_images\training\12660_4.png,4
FER2013_images\training\12661_4.png,4
FER2013_images\training\12662_5.png,5
FER2013_images\training\12663_4.png,4
FER2013_images\training\12664_3.png,3
FER2013_images\training\12665_6.png,6
FER2013_images\training\12666_0.png,0
FER2013_images\training\12667_0.png,0
FER2013_images\training\12668_3.png,3
FER2013_images\training\12669_0.png,0
FER2013_images\training\12670_6.png,6
FER2013_images\training\12671_3.png,3
FER2013_images\training\12672_3.png,3
FER2013_images\training\12673_3.png,3
FER2013_images\training\12674_2.png,2
FER2013_images\training\12675_0.png,0
FER2013_images\training\12676_2.png,2
FER2013_images\training\12677_5.png,5
FER2013_images\training\12678_6.png,6
FER2013_images\training\12679_0.png,0
FER2013_images\training\12680_0.png,0
FER2013_images\training\12681_0.png,0
FER2013_images\training\12682_6.png,6
FER2013_images\training\12683_6.png,6
FER2013_images\training\12684_5.png,5
FER2013_images\training\12685_5.png,5
FER2013_images\training\12686_4.png,4
FER2013_images\training\12687_6.png,6
FER2013_images\training\12688_0.png,0
FER2013_images\training\12689_3.png,3
FER2013_images\training\12690_3.png,3
FER2013_images\training\12691_2.png,2
FER2013_images\training\12692_3.png,3
FER2013_images\training\12693_0.png,0
FER2013_images\training\12694_4.png,4
FER2013_images\training\12695_0.png,0
FER2013_images\training\12696_2.png,2
FER2013_images\training\12697_3.png,3
FER2013_images\training\12698_2.png,2
FER2013_images\training\12699_3.png,3
FER2013_images\training\12700_4.png,4
FER2013_images\training\12701_6.png,6
FER2013_images\training\12702_4.png,4
FER2013_images\training\12703_5.png,5
FER2013_images\training\12704_3.png,3
FER2013_images\training\12705_3.png,3
FER2013_images\training\12706_2.png,2
FER2013_images\training\12707_2.png,2
FER2013_images\training\12708_3.png,3
FER2013_images\training\12709_3.png,3
FER2013_images\training\12710_0.png,0
FER2013_images\training\12711_4.png,4
FER2013_images\training\12712_2.png,2
FER2013_images\training\12713_5.png,5
FER2013_images\training\12714_2.png,2
FER2013_images\training\12715_4.png,4
FER2013_images\training\12716_6.png,6
FER2013_images\training\12717_3.png,3
FER2013_images\training\12718_6.png,6
FER2013_images\training\12719_5.png,5
FER2013_images\training\12720_6.png,6
FER2013_images\training\12721_3.png,3
FER2013_images\training\12722_2.png,2
FER2013_images\training\12723_5.png,5
FER2013_images\training\12724_6.png,6
FER2013_images\training\12725_3.png,3
FER2013_images\training\12726_4.png,4
FER2013_images\training\12727_3.png,3
FER2013_images\training\12728_4.png,4
FER2013_images\training\12729_3.png,3
FER2013_images\training\12730_4.png,4
FER2013_images\training\12731_6.png,6
FER2013_images\training\12732_2.png,2
FER2013_images\training\12733_0.png,0
FER2013_images\training\12734_3.png,3
FER2013_images\training\12735_0.png,0
FER2013_images\training\12736_6.png,6
FER2013_images\training\12737_2.png,2
FER2013_images\training\12738_6.png,6
FER2013_images\training\12739_3.png,3
FER2013_images\training\12740_6.png,6
FER2013_images\training\12741_2.png,2
FER2013_images\training\12742_3.png,3
FER2013_images\training\12743_2.png,2
FER2013_images\training\12744_4.png,4
FER2013_images\training\12745_5.png,5
FER2013_images\training\12746_0.png,0
FER2013_images\training\12747_0.png,0
FER2013_images\training\12748_5.png,5
FER2013_images\training\12749_2.png,2
FER2013_images\training\12750_2.png,2
FER2013_images\training\12751_0.png,0
FER2013_images\training\12752_0.png,0
FER2013_images\training\12753_1.png,1
FER2013_images\training\12754_6.png,6
FER2013_images\training\12755_4.png,4
FER2013_images\training\12756_5.png,5
FER2013_images\training\12757_4.png,4
FER2013_images\training\12758_4.png,4
FER2013_images\training\12759_4.png,4
FER2013_images\training\12760_4.png,4
FER2013_images\training\12761_3.png,3
FER2013_images\training\12762_4.png,4
FER2013_images\training\12763_5.png,5
FER2013_images\training\12764_3.png,3
FER2013_images\training\12765_6.png,6
FER2013_images\training\12766_4.png,4
FER2013_images\training\12767_6.png,6
FER2013_images\training\12768_5.png,5
FER2013_images\training\12769_0.png,0
FER2013_images\training\12770_0.png,0
FER2013_images\training\12771_5.png,5
FER2013_images\training\12772_3.png,3
FER2013_images\training\12773_3.png,3
FER2013_images\training\12774_6.png,6
FER2013_images\training\12775_4.png,4
FER2013_images\training\12776_3.png,3
FER2013_images\training\12777_6.png,6
FER2013_images\training\12778_0.png,0
FER2013_images\training\12779_3.png,3
FER2013_images\training\12780_5.png,5
FER2013_images\training\12781_3.png,3
FER2013_images\training\12782_5.png,5
FER2013_images\training\12783_0.png,0
FER2013_images\training\12784_3.png,3
FER2013_images\training\12785_6.png,6
FER2013_images\training\12786_4.png,4
FER2013_images\training\12787_3.png,3
FER2013_images\training\12788_3.png,3
FER2013_images\training\12789_3.png,3
FER2013_images\training\12790_3.png,3
FER2013_images\training\12791_4.png,4
FER2013_images\training\12792_5.png,5
FER2013_images\training\12793_6.png,6
FER2013_images\training\12794_5.png,5
FER2013_images\training\12795_2.png,2
FER2013_images\training\12796_6.png,6
FER2013_images\training\12797_3.png,3
FER2013_images\training\12798_3.png,3
FER2013_images\training\12799_4.png,4
FER2013_images\training\12800_4.png,4
FER2013_images\training\12801_6.png,6
FER2013_images\training\12802_2.png,2
FER2013_images\training\12803_4.png,4
FER2013_images\training\12804_3.png,3
FER2013_images\training\12805_3.png,3
FER2013_images\training\12806_6.png,6
FER2013_images\training\12807_1.png,1
FER2013_images\training\12808_0.png,0
FER2013_images\training\12809_2.png,2
FER2013_images\training\12810_0.png,0
FER2013_images\training\12811_3.png,3
FER2013_images\training\12812_4.png,4
FER2013_images\training\12813_5.png,5
FER2013_images\training\12814_3.png,3
FER2013_images\training\12815_6.png,6
FER2013_images\training\12816_6.png,6
FER2013_images\training\12817_0.png,0
FER2013_images\training\12818_4.png,4
